id_camino,id_in_seq,current_state,goal_state,out_action,timesteps
72,4,"[2420.356413968006, -353.5859698445866, 1.799181036833865, 0.11953852706819544, -0.038983757258862155, 7.839435794618733e-05]","[3053.32046844277, -425.0138468563381, 2.035612248981106, 0.1159196094830429, -1.5541902777811483e-05, 0.003372562737200313]",4,315.34558124556406
72,5,"[2839.22907023607, -381.78529820772286, 1.2905950507955395, 0.16453936561244187, 0.08789572142863059, -0.0004365608812870553]","[3053.32046844277, -425.0138468563381, 2.035612248981106, 0.1159196094830429, -1.5541902777811483e-05, 0.003372562737200313]",2,315.34558124556406
73,0,"[0, 0, 1, 0, 0, 0]","[3059.932307505561, -297.3083880445853, 1.1815804056181716, 0.18174628296155879, 0.06551611291657335, 1.0468146804166315e-06]",2,315.34558124556406
73,1,"[557.2873618367145, -88.35404417578944, 1.9044056673880185, 0.11766700250598375, -0.007043138075394258, 0.0015971603926076378]","[3059.932307505561, -297.3083880445853, 1.1815804056181716, 0.18174628296155879, 0.06551611291657335, 1.0468146804166315e-06]",3,315.34558124556406
73,2,"[1027.2128963369971, -126.05636582721716, 1.5699270758119466, 0.14224994685782058, -0.0024756915311127128, 0.0016341729953901726]","[3059.932307505561, -297.3083880445853, 1.1815804056181716, 0.18174628296155879, 0.06551611291657335, 1.0468146804166315e-06]",4,315.34558124556406
73,3,"[1442.657319047519, -158.04701573919823, 1.3034757019330865, 0.16434251588969087, 0.06492156213724785, -0.0001181803466566129]","[3059.932307505561, -297.3083880445853, 1.1815804056181716, 0.18174628296155879, 0.06551611291657335, 1.0468146804166315e-06]",5,315.34558124556406
73,4,"[1816.4968112188058, -188.44919522254702, 1.1660472077539272, 0.1824128986103192, 0.060910452561515976, -0.0005798828707232967]","[3059.932307505561, -297.3083880445853, 1.1815804056181716, 0.18174628296155879, 0.06551611291657335, 1.0468146804166315e-06]",5,315.34558124556406
73,5,"[2190.5971104055675, -221.41261693995494, 1.1832665096438237, 0.18166838089222748, 0.06674529710617096, 6.558323227205761e-05]","[3059.932307505561, -297.3083880445853, 1.1815804056181716, 0.18174628296155879, 0.06551611291657335, 1.0468146804166315e-06]",5,315.34558124556406
73,6,"[2564.504698328821, -254.03616884496265, 1.1814169049107301, 0.18175528028150098, 0.06526313989894279, -5.5919474530336465e-06]","[3059.932307505561, -297.3083880445853, 1.1815804056181716, 0.18174628296155879, 0.06551611291657335, 1.0468146804166315e-06]",5,315.34558124556406
73,7,"[2938.459884231714, -286.6989336042294, 1.181551996116867, 0.18174701652257397, 0.06555004613158519, 1.1191932916523528e-07]","[3059.932307505561, -297.3083880445853, 1.1815804056181716, 0.18174628296155879, 0.06551611291657335, 1.0468146804166315e-06]",5,315.34558124556406
74,0,"[0, 0, 1, 0, 0, 0]","[2232.770074782457, -211.69394504103374, 1.3068463664265282, 0.16430209218779632, 0.056729282778802036, -3.8171146782312424e-05]",4,315.34558124556406
74,1,"[410.76508528711275, -42.194237803848566, 1.3272223170564035, 0.1639358357824234, 0.001368206476527653, 0.00046449963417074597]","[2232.770074782457, -211.69394504103374, 1.3068463664265282, 0.16430209218779632, 0.056729282778802036, -3.8171146782312424e-05]",3,315.34558124556406
74,2,"[879.8861393822599, -89.26399865422881, 1.4616838832931174, 0.14508242076323263, 0.003216203470594689, -0.0007090986426682992]","[2232.770074782457, -211.69394504103374, 1.3068463664265282, 0.16430209218779632, 0.056729282778802036, -3.8171146782312424e-05]",3,315.34558124556406
74,3,"[1348.8943404578317, -134.0180467349378, 1.4874497073053208, 0.14432524255390913, 0.0027260691831755956, -0.00013367660973764349]","[2232.770074782457, -211.69394504103374, 1.3068463664265282, 0.16430209218779632, 0.056729282778802036, -3.8171146782312424e-05]",3,315.34558124556406
74,4,"[1817.9366104593034, -178.34357948631325, 1.4923769870016212, 0.14418714673232141, 0.0023698125236797647, -2.5133664606756755e-05]","[2232.770074782457, -211.69394504103374, 1.3068463664265282, 0.16430209218779632, 0.056729282778802036, -3.8171146782312424e-05]",4,315.34558124556406
75,0,"[0, 0, 1, 0, 0, 0]","[2551.6552110069615, -235.60152653209937, 1.1514584717307543, 0.18312277861104978, 0.05189070465649823, -0.0011477316672855854]",3,315.34558124556406
75,1,"[467.51084210168455, -52.85735936140974, 1.3962657841042436, 0.1472180201690868, 0.014903835526010675, -0.0022125163850580344]","[2551.6552110069615, -235.60152653209937, 1.1514584717307543, 0.18312277861104978, 0.05189070465649823, -0.0011477316672855854]",4,315.34558124556406
75,2,"[881.3909271559311, -87.82787195861813, 1.3092729144579214, 0.16430310671359402, 0.04637810442928506, 1.136390374434336e-05]","[2551.6552110069615, -235.60152653209937, 1.1514584717307543, 0.18312277861104978, 0.05189070465649823, -0.0011477316672855854]",4,315.34558124556406
75,3,"[1293.8754807566058, -124.08675633965926, 1.3069582163742681, 0.16444804561024112, 0.03688121463306751, -7.376371902509374e-05]","[2551.6552110069615, -235.60152653209937, 1.1514584717307543, 0.18312277861104978, 0.05189070465649823, -0.0011477316672855854]",4,315.34558124556406
